"Project.ID","Survey.ID","Study.Area.ID","Study.Area","Study.Area.Visit.ID","Design.Component.ID","Design.Component.Label","Design.Component.Visit.ID","Year","Visit.Start.Date","Visit.Start.Time","Nights.Deployed","Design.Component.Visit.Note","Air.Temperature..C.","Field.Observer.Name","UTM.Zone","UTM.Easting","UTM.Northing","Longitude..DD.","Latitude..DD.","Geographic.Coordinate.Source","Taxonomic.Unit.ID","Species.Code","Animal.ID","Count","Survey.Observation.Note","Survey.Observation.ID","Inventory.Method","Spatial.Accuracy..m....SMT","Detection.Type.Code","Detection.Direction..deg.","Detection.Distance..m.","Temporary.Animal.ID","Life.Stage.Code","Sex.Code","Activity.Code","Feature.Type","Feature.Label","Feature.Count","Sign.Type.Code","Sign.or.Sample.Age.Code","Sign.Count","Group.Label","Adult.Males","Adult.Females","Adults...Unclassified.Sex","Juvenile.Males","Juvenile.Females","Juveniles...Unclassified.Sex","Males...Unclassified.Life.Stage","Females...Unclassified.Life.Stage","Unclassified.Life.Stage.and.Sex","Eggs","Egg.Masses","Larvae","Pupae","Hatchlings","Fledglings"
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578147,"2017","2017-05-05T00:00:00Z",1200,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",27855,"NULL","",0,"on main water body or shallows",1379940,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578185,"2017","2017-05-05T00:00:00Z",1200,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",27855,"NULL","",0,"on main water body or shallows",1379939,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578148,"2017","2017-05-06T00:00:00Z",1300,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",27855,"NULL","",0,"on main water body or shallows",1379942,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578186,"2017","2017-05-06T00:00:00Z",1300,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",27855,"NULL","",0,"on main water body or shallows",1379941,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253816,"Res 1",578202,"2017","2017-05-10T00:00:00Z",700,NA,NA,NA,"Barb Waters",10,441883,5433682,-123.79542,49.05327,"Sample Station - Centroid",1529,"B-CAGO","",1,"calling; count not given",1379943,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253816,"Res 1",578203,"2017","2017-05-13T00:00:00Z",700,NA,NA,NA,"Barb Waters",10,441883,5433682,-123.79542,49.05327,"Sample Station - Centroid",1529,"B-CAGO","",1,"calling; count not given",1379944,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578149,"2017","2017-05-20T00:00:00Z",1700,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",27855,"NULL","",0,"",1379945,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578150,"2017","2017-06-04T00:00:00Z",1300,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",27855,"NULL","",0,"",1379946,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578151,"2017","2017-06-05T00:00:00Z",1200,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",27855,"NULL","",0,"",1379947,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578152,"2017","2017-06-06T00:00:00Z",1500,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",27855,"NULL","",0,"",1379949,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578187,"2017","2017-06-06T00:00:00Z",1500,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",27855,"NULL","",0,"",1379948,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578153,"2017","2017-06-11T00:00:00Z",1800,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",27855,"NULL","",0,"",1379950,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578154,"2017","2017-06-27T00:00:00Z",1100,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",27855,"NULL","",0,"",1379951,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578155,"2017","2017-08-07T00:00:00Z",1900,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",27855,"NULL","",0,"smoke",1379952,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578156,"2017","2017-08-29T00:00:00Z",730,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",822,"ANSERIFORMES","",3,"on main water body; grebe?",1379953,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578157,"2017","2017-08-30T00:00:00Z",830,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1534,"B-MALL","",1,"heard on shallows; count not given",1379954,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578158,"2017","2017-09-09T00:00:00Z",1700,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",822,"ANSERIFORMES","",1,"on main water body;  count not given",1379955,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578159,"2017","2017-09-10T00:00:00Z",800,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1537,"B-BWTE","",2,"on main water body",1379958,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578188,"2017","2017-09-10T00:00:00Z",800,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1537,"B-BWTE","",2,"on main water body",1379957,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578159,"2017","2017-09-10T00:00:00Z",800,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1530,"B-WODU","",4,"on main water body",1379961,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578159,"2017","2017-09-10T00:00:00Z",800,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1531,"B-GWTE","",2,"on main water body",1379960,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578188,"2017","2017-09-10T00:00:00Z",800,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1531,"B-GWTE","",2,"on main water body",1379959,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578159,"2017","2017-09-10T00:00:00Z",800,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1486,"B-EAGR","",2,"on main water body",1379956,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578159,"2017","2017-09-10T00:00:00Z",800,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1538,"B-CITE","",4,"on main water body",1379962,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578189,"2017","2017-09-20T00:00:00Z",800,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",822,"ANSERIFORMES","",3,"on main water body; diving ducks unidentified",1379963,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578189,"2017","2017-09-20T00:00:00Z",800,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1534,"B-MALL","",4,"on main water body",1379964,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578160,"2017","2017-09-20T00:00:00Z",800,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",27855,"NULL","",0,"",1379965,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578161,"2017","2017-09-22T00:00:00Z",1330,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1535,"B-NOPI","",1,"on main water body",1379968,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578190,"2017","2017-09-22T00:00:00Z",1330,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1486,"B-EAGR","",1,"on main water body",1379966,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578161,"2017","2017-09-22T00:00:00Z",1330,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",822,"ANSERIFORMES","",4,"on main water body; dabblers",1379967,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578161,"2017","2017-09-22T00:00:00Z",1330,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1534,"B-MALL","",14,"on main water body",1379969,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578191,"2017","2017-10-05T00:00:00Z",1000,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1561,"B-HOME","",3,"on main water body",1379970,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578162,"2017","2017-10-05T00:00:00Z",1000,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1483,"B-PBGR","",1,"on main water body",1379973,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578162,"2017","2017-10-05T00:00:00Z",1000,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1534,"B-MALL","",7,"on main water body",1379972,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578191,"2017","2017-10-05T00:00:00Z",1000,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1545,"B-RNDU","",3,"on main water body",1379974,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578162,"2017","2017-10-05T00:00:00Z",1000,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1548,"B-LESC","",2,"on main water body",1379971,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578163,"2017","2017-10-07T00:00:00Z",1200,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",822,"ANSERIFORMES","",1,"on main water body; grebe",1379975,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578163,"2017","2017-10-07T00:00:00Z",1200,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1545,"B-RNDU","",3,"on main water body",1379977,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578192,"2017","2017-10-07T00:00:00Z",1200,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1545,"B-RNDU","",2,"on main water body",1379976,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578164,"2017","2017-10-11T00:00:00Z",1300,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1483,"B-PBGR","",1,"on main water body",1379978,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578164,"2017","2017-10-11T00:00:00Z",1300,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1486,"B-EAGR","",2,"on main water body",1379979,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578193,"2017","2017-10-12T00:00:00Z",1200,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",27855,"NULL","",0,"on main water body",1379980,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578165,"2017","2017-10-26T00:00:00Z",1600,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1486,"B-EAGR","",1,"on main water body",1379983,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578194,"2017","2017-10-26T00:00:00Z",1600,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1486,"B-EAGR","",1,"on main water body",1379982,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578165,"2017","2017-10-26T00:00:00Z",1600,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1534,"B-MALL","",16,"s end pond",1379981,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578166,"2017","2017-11-07T00:00:00Z",1500,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1561,"B-HOME","",1,"on main water body; no ice on pond",1379984,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578166,"2017","2017-11-07T00:00:00Z",1500,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1547,"B-GRSC","",1,"on main water body; no ice on pond",1379985,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578195,"2017","2017-11-07T00:00:00Z",1500,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1548,"B-LESC","",1,"on main water body; no ice on pond",1379986,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578195,"2017","2017-11-07T00:00:00Z",1500,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1561,"B-HOME","",7,"on main water body; no ice on pond",1379987,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578166,"2017","2017-11-07T00:00:00Z",1500,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1534,"B-MALL","",8,"on main water body; no ice on pond",1379988,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578196,"2017","2017-11-08T00:00:00Z",1430,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1483,"B-PBGR","",1,"on main water body",1379989,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578196,"2017","2017-11-08T00:00:00Z",1430,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1534,"B-MALL","",4,"on east pond",1379992,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578196,"2017","2017-11-08T00:00:00Z",1430,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1548,"B-LESC","",2,"on main water body",1379991,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253815,"Obs Pt West",578196,"2017","2017-11-08T00:00:00Z",1430,NA,NA,NA,"Barb Waters",10,441985,5433786,-123.79404,49.05421,"Sample Station - Centroid",1561,"B-HOME","",2,"on main water body",1379990,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578167,"2017","2017-11-09T00:00:00Z",830,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1561,"B-HOME","",1,"on main water body",1379993,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578167,"2017","2017-11-09T00:00:00Z",830,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1483,"B-PBGR","",2,"on main water body",1379994,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5516,35541,30494,"Yellow Point Bog Ecological Reserve",39652,253814,"Obs Pt East",578167,"2017","2017-11-09T00:00:00Z",830,NA,NA,NA,"Barb Waters",10,442201,5433639,-123.79107,49.05291,"Sample Station - Centroid",1548,"B-LESC","",6,"on main water body",1379995,"visual scan",NA,"VI",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
